Timestamp,Track,Artist,Album Cover
00:12:39,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:12:50,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:13:01,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:13:12,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:13:23,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:13:34,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:13:45,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:13:56,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:14:07,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:14:18,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:14:29,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:14:40,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:14:51,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:15:02,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:15:13,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:15:24,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:15:35,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:15:46,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:15:57,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:16:08,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:16:19,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
00:16:30,Where’s Your Head At,Basement Jaxx,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/05/b6/3605b6c7-94b8-097c-ae15-fd936c7a56be/634904014384.png/1400x1400cc.png
