Timestamp,Track,Artist,Album Cover
00:00:00,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:00:12,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:00:24,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:00:36,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:00:48,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:01:00,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:01:12,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:01:24,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:01:36,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:01:48,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:02:00,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:02:12,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:02:24,High Life,Daft Punk,https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/9e/f3/19/9ef31946-26de-0a95-c771-30457c5c01ec/dj.huxlnxyy.jpg/1400x1400cc.png
00:02:36,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:02:48,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:03:00,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:03:12,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:03:24,Breaking Minds,Elio Riso & Lucio Spain,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/84/ff/89/84ff892e-9384-d795-30a8-88b616b41f08/cover.jpg/1400x1400cc.png
00:03:36,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:03:48,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:04:00,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:04:12,Breaking Minds,Elio Riso & Lucio Spain,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/63/f1/de/63f1de6c-4ab3-0346-00f5-1aeddf51adac/cover.jpg/1400x1400cc.png
00:04:24,Breaking Minds,Elio Riso & Lucio Spain,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/63/f1/de/63f1de6c-4ab3-0346-00f5-1aeddf51adac/cover.jpg/1400x1400cc.png
00:04:36,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:04:48,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:05:00,Alabama Blues (Todd Edwards Dub Mix),St Germain,https://is1-ssl.mzstatic.com/image/thumb/Music/94/54/d5/mzi.adqgizrk.jpg/1400x1400cc.png
00:05:12,Breaking Minds,Elio Riso & Lucio Spain,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/63/f1/de/63f1de6c-4ab3-0346-00f5-1aeddf51adac/cover.jpg/1400x1400cc.png
00:05:24,You Are My High,DeMoN,https://is1-ssl.mzstatic.com/image/thumb/Music/db/75/35/mzi.kuwurife.jpg/1400x1400cc.png
00:05:36,You Are My High,DeMoN,https://is1-ssl.mzstatic.com/image/thumb/Music/db/75/35/mzi.kuwurife.jpg/1400x1400cc.png
00:05:48,You Are My High,DeMoN,https://is1-ssl.mzstatic.com/image/thumb/Music/db/75/35/mzi.kuwurife.jpg/1400x1400cc.png
00:06:00,You Are My High,DeMoN,https://is1-ssl.mzstatic.com/image/thumb/Music/db/75/35/mzi.kuwurife.jpg/1400x1400cc.png
